nation,pos,age,born,90s,Att,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,,,,,,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
FRA,MF,22,1998,5.8,195,192,2,0,0,4,5,2,0,0,0,0,153,1,11
DEN,DF,29,1991,29.3,1314,1120,191,10,1,3,60,180,1,0,1,0,1022,3,26
ARG,GK,26,1994,35.0,1017,674,340,85,0,2,0,1,0,0,0,0,769,3,0
ITA,DF,24,1996,27.4,1360,1287,71,64,0,4,4,6,0,0,0,0,1204,2,9
ITA,FW,27,1992,12.3,212,196,15,1,0,2,17,3,0,0,0,0,144,1,14
SEN,MF,21,1999,2.0,80,80,0,0,1,0,3,0,0,0,0,0,59,0,3
ITA,GK,18,2002,0.0,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0
NOR,MF,18,2002,0.7,12,12,0,0,0,0,0,0,0,0,0,0,5,0,2
NED,DF,29,1990,19.3,771,675,93,6,0,1,45,87,0,0,0,0,585,3,16
BIH,MF,32,1988,0.4,32,30,2,2,0,0,0,0,0,0,0,0,23,0,2
ARG,DF,22,1998,20.3,1009,820,187,5,1,1,85,182,0,0,0,0,769,2,30
BRA,GK,32,1988,2.0,40,29,11,2,0,0,0,0,0,0,0,0,34,0,0
SRB,MF,21,1998,0.2,9,9,0,0,0,0,0,0,0,0,0,0,8,0,0
ARG,"MF,FW",29,1991,32.5,1262,1197,58,17,0,6,37,16,18,5,3,0,1070,7,28
BRA,DF,24,1996,30.9,1371,1313,54,49,0,5,13,5,0,0,0,0,1173,4,19
ARG,MF,26,1994,35.6,2134,1813,300,176,12,38,262,13,111,31,65,0,1549,21,38
ITA,MF,23,1997,4.4,164,161,3,0,0,0,6,1,2,2,0,0,127,0,6
BRA,MF,27,1993,0.1,8,8,0,0,0,0,2,0,0,0,0,0,6,0,0
BRA,DF,25,1994,24.6,1317,1196,114,42,0,5,18,72,0,0,0,0,1132,7,14
FRA,DF,33,1987,9.5,368,351,16,15,0,1,1,1,0,0,0,0,310,1,2
ITA,GK,24,1996,1.0,28,15,13,4,0,0,0,0,0,0,0,0,19,0,0
ITA,FW,30,1989,16.5,307,267,38,0,0,1,4,1,0,0,0,0,239,2,8
NED,DF,23,1996,4.6,246,196,47,9,0,1,49,27,11,2,9,0,151,3,8
GER,MF,29,1990,20.2,890,853,31,26,1,10,13,3,2,1,1,0,749,6,12
BRA,MF,25,1995,22.8,1165,1128,32,25,0,9,2,7,0,0,0,0,1027,5,22
CIV,MF,19,2002,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
RUS,"MF,FW",25,1995,8.6,384,364,18,4,3,2,17,3,9,7,1,0,310,2,8
ALB,DF,28,1993,25.1,1435,1348,84,40,0,14,11,44,0,0,0,0,1192,3,16
ITA,DF,29,1992,26.1,1503,1262,236,21,1,2,88,211,4,1,0,0,1238,5,40
COL,FW,30,1991,19.1,548,494,51,0,3,5,25,5,0,0,0,0,407,3,14
ITA,GK,30,1991,0.4,16,11,5,1,0,0,0,0,0,0,0,0,12,0,0
ITA,DF,19,2002,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
ITA,"DF,MF",17,2003,8.5,497,474,22,14,0,4,3,8,0,0,0,0,405,1,4
ITA,"DF,MF",23,1997,11.9,658,541,112,4,0,0,37,108,0,0,0,0,508,5,23
NED,"DF,MF",27,1994,15.4,850,719,128,9,0,5,38,119,0,0,0,0,703,3,25
CIV,"FW,MF",24,1997,8.5,419,390,28,4,2,2,24,8,16,9,4,0,333,1,11
DEN,"DF,MF",24,1997,16.3,930,786,140,5,1,3,27,134,1,0,0,0,752,4,23
SVN,"MF,FW",33,1988,9.3,492,453,38,6,5,16,41,2,27,12,11,0,359,1,9
ARG,DF,31,1990,29.7,1663,1595,66,60,0,5,9,6,0,0,0,0,1349,2,15
ARG,GK,27,1994,32.6,958,688,264,56,0,2,0,0,0,0,0,0,715,6,2
COL,"FW,MF",30,1991,17.1,755,654,98,20,4,6,75,6,55,26,19,0,541,3,14
ITA,GK,29,1992,5.0,135,97,38,10,0,0,0,0,0,0,0,0,104,0,1
CRO,"MF,FW",26,1995,22.2,997,972,21,9,1,6,4,6,0,0,0,0,801,4,24
NED,"MF,DF",30,1991,28.3,1690,1615,72,50,0,32,7,22,0,0,0,0,1434,3,21
ITA,DF,21,2000,3.4,194,189,5,5,0,1,3,0,0,0,0,0,165,0,2
ITA,"MF,FW",24,1997,16.0,880,853,22,17,1,1,10,1,0,0,0,0,718,5,30
TUR,DF,23,1998,21.3,801,760,41,39,0,8,0,2,0,0,0,0,683,0,4
GUI,FW,17,2003,0.4,9,9,0,0,0,0,0,0,0,0,0,0,5,0,0
ITA,DF,30,1990,16.0,944,896,45,23,3,10,10,22,0,0,0,0,772,3,19
SUI,MF,29,1992,26.3,1728,1644,79,64,2,13,25,14,1,0,0,0,1486,5,25
ITA,FW,20,2001,2.2,43,41,2,0,0,0,0,0,0,0,0,0,30,0,1
GER,DF,27,1994,5.1,261,221,39,1,0,2,5,38,0,0,0,0,212,1,2
UKR,"MF,FW",28,1993,17.7,928,836,90,22,7,15,102,8,60,29,28,1,669,2,29
NED,"FW,MF",24,1997,0.4,20,19,1,0,0,0,0,0,0,0,0,0,12,0,1
NED,MF,23,1998,23.6,1485,1348,131,55,3,38,97,15,56,30,21,0,1173,6,18
ITA,FW,18,2003,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
ROU,"MF,FW",21,2000,0.8,33,33,0,0,0,0,3,0,0,0,0,0,17,0,2
SCO,DF,19,2002,31.3,1289,1021,267,16,2,0,52,251,0,0,0,0,1032,1,33
FRA,DF,29,1992,25.2,1043,989,53,41,1,3,2,12,0,0,0,0,930,1,11
DEN,"FW,DF",21,1999,8.3,400,333,65,6,1,0,37,42,17,7,0,0,304,2,7
ITA,FW,17,2004,0.8,10,9,1,0,0,0,0,0,0,0,0,0,6,0,1
BEL,DF,21,2000,26.9,1488,1418,69,45,2,13,18,23,0,0,0,0,1231,1,16
NED,"DF,FW",18,2002,2.0,126,110,16,1,0,1,7,15,0,0,0,0,103,0,3
ITA,FW,30,1991,0.7,22,21,1,1,0,0,0,0,0,0,0,0,13,0,1
GHA,DF,18,2002,0.3,11,8,3,0,0,0,1,3,0,0,0,0,4,0,0
ITA,"MF,DF",20,2000,6.6,406,377,28,2,2,3,12,18,4,2,0,0,341,1,14
PAR,"FW,DF",30,1991,0.7,29,27,2,0,0,0,1,0,0,0,0,0,17,0,1
ITA,GK,29,1992,2.0,49,30,18,5,0,0,0,0,0,0,0,0,33,1,0
CHI,DF,33,1987,31.4,1696,1559,131,121,2,5,2,8,0,0,0,0,1508,6,10
SEN,DF,26,1994,1.2,52,42,10,2,0,0,1,8,0,0,0,0,34,0,1
NED,MF,24,1997,15.5,790,772,13,6,0,4,1,0,0,0,0,0,665,5,11
POL,MF,16,2004,0.5,21,21,0,0,0,0,1,0,0,0,0,0,15,0,0
ITA,DF,25,1996,13.4,696,662,34,27,2,6,3,5,0,0,0,0,564,0,5
NGA,MF,21,1999,0.8,26,25,1,1,0,0,0,0,0,0,0,0,23,0,0
ITA,DF,33,1988,25.5,1353,1111,235,19,0,3,57,216,0,0,0,0,990,7,32
ENG,DF,19,2001,7.2,338,317,19,18,0,0,1,0,0,0,0,0,271,2,3
AUT,FW,32,1989,29.9,908,851,51,1,4,1,12,9,0,0,0,0,659,6,24
SWE,MF,22,1999,28.5,1037,976,58,21,6,11,50,4,29,8,7,1,766,3,27
SUI,MF,24,1997,4.9,239,225,13,5,0,1,7,1,7,0,4,0,205,1,5
NED,"DF,FW",28,1993,7.7,338,263,75,1,0,0,28,74,0,0,0,0,247,0,15
GAM,"FW,MF",22,1998,23.7,923,821,99,26,7,15,112,10,59,40,5,0,698,3,15
ITA,GK,17,2004,0.0,4,1,3,2,0,0,0,0,0,0,0,0,0,0,0
ITA,"FW,MF",29,1991,10.0,336,287,49,18,4,1,52,4,25,16,4,0,236,0,10
ITA,MF,31,1989,1.1,64,56,7,3,0,1,5,1,0,0,0,0,44,1,1
ARG,MF,23,1998,22.4,1203,1134,66,45,7,12,14,3,0,0,0,0,994,3,19
FIN,MF,17,2003,0.2,24,23,1,1,1,0,0,0,0,0,0,0,20,0,0
ITA,"FW,MF",24,1997,19.8,744,659,83,21,5,18,90,13,42,30,1,0,481,2,23
ITA,DF,17,2004,0.5,12,11,1,1,0,0,0,0,0,0,0,0,9,0,1
ITA,MF,30,1991,29.1,1270,1245,18,9,12,6,34,9,0,0,0,0,1019,7,27
NED,"FW,MF",21,2000,0.4,17,17,0,0,0,0,0,0,0,0,0,0,13,0,0
JPN,DF,22,1998,0.1,3,2,1,0,0,0,1,1,0,0,0,0,3,0,0
ITA,DF,15,2005,0.8,29,25,4,4,0,0,0,0,0,0,0,0,20,0,0
POL,GK,30,1991,36.0,1253,835,415,121,0,5,0,0,0,0,0,0,944,3,1
SVK,"DF,MF",18,2002,3.0,106,97,7,2,0,0,2,5,0,0,0,0,69,2,7
ITA,MF,26,1995,24.2,1041,998,37,35,2,5,5,1,1,1,0,0,840,6,16
ITA,MF,25,1995,23.7,774,753,16,14,0,11,12,0,1,1,0,0,590,5,21
ITA,GK,27,1994,35.0,1216,752,454,138,0,2,0,0,0,0,0,0,775,10,0
ITA,DF,20,2001,24.6,1078,1020,52,39,1,7,25,12,0,0,0,0,809,6,19
SRB,GK,25,1996,3.0,100,64,36,8,0,0,0,0,0,0,0,0,55,0,0
GRE,"DF,FW",27,1993,20.2,766,558,206,21,0,3,95,166,18,3,13,1,460,2,32
URU,MF,25,1996,0.5,33,30,2,2,0,1,0,0,0,0,0,0,28,1,0
GRE,"MF,FW",18,2002,0.2,13,13,0,0,0,0,0,0,0,0,0,0,8,0,2
BRA,"DF,MF",27,1993,23.1,841,642,195,16,0,4,73,166,13,3,4,0,592,4,22
COL,FW,23,1997,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
ITA,MF,29,1992,3.2,151,131,20,9,1,0,17,1,10,7,3,0,110,0,3
BRA,"MF,FW",31,1990,0.7,35,34,1,0,0,1,2,1,0,0,0,0,29,0,1
URU,DF,35,1986,9.1,439,418,20,18,1,2,0,0,0,0,0,0,394,1,1
ITA,DF,27,1993,10.4,486,408,77,17,0,5,13,60,0,0,0,0,345,1,8
ITA,DF,21,1999,12.7,609,512,95,11,0,2,25,84,0,0,0,0,454,2,25
URU,"FW,MF",26,1995,10.8,372,331,40,12,1,2,40,8,16,5,4,1,237,1,12
ITA,DF,22,1998,16.3,799,712,83,12,0,3,27,71,0,0,0,0,531,4,11
ARG,FW,26,1995,0.1,4,4,0,0,0,0,1,0,0,0,0,0,2,0,1
ITA,FW,29,1992,36.9,714,630,82,4,2,17,14,5,0,0,0,0,507,2,16
SEN,FW,26,1995,13.7,260,248,12,1,1,1,8,0,0,0,0,0,187,0,6
NED,MF,31,1990,7.1,368,348,19,17,1,2,2,1,1,0,1,0,297,1,6
ITA,FW,32,1988,16.9,487,481,5,1,0,0,3,0,0,0,0,0,313,1,7
ITA,DF,31,1989,16.1,802,763,34,28,0,8,7,6,0,0,0,0,671,5,9
ITA,"FW,DF",21,2000,0.1,6,6,0,0,0,0,0,0,0,0,0,0,3,0,0
CRO,MF,26,1995,3.5,152,141,11,8,0,1,3,2,1,1,0,0,122,0,3
URU,DF,34,1987,9.2,452,375,74,11,0,11,12,63,0,0,0,0,311,3,6
ITA,DF,21,2000,13.8,592,535,55,52,0,4,0,3,0,0,0,0,488,2,4
URU,"MF,DF",25,1995,16.9,648,601,44,7,0,8,65,33,4,0,3,0,453,3,20
ITA,MF,28,1993,0.2,8,8,0,0,0,0,0,0,0,0,0,0,6,0,0
ITA,"DF,FW",21,2000,27.7,933,837,95,4,0,6,96,91,0,0,0,0,667,1,29
ROU,MF,25,1996,31.3,1303,1113,183,83,6,12,127,9,78,27,43,0,997,7,27
POL,DF,21,2000,3.4,171,164,7,4,0,1,1,3,0,0,0,0,152,0,1
ITA,"FW,MF",30,1991,5.4,105,102,3,0,0,0,1,0,0,0,0,0,63,0,3
ITA,FW,22,1999,31.9,636,608,25,0,4,1,28,5,0,0,0,0,381,3,24
ALB,DF,24,1996,14.1,725,683,40,22,1,1,3,9,0,0,0,0,616,2,6
ITA,DF,20,2000,16.4,777,598,174,14,1,4,43,159,1,0,0,0,585,5,12
ITA,"FW,MF",27,1994,15.2,386,366,15,2,3,5,38,1,8,3,3,0,249,5,12
ITA,MF,26,1995,21.7,733,700,26,4,4,6,68,14,6,1,1,0,537,7,21
ITA,FW,23,1997,0.2,9,9,0,0,0,0,0,0,0,0,0,0,7,0,0
ITA,GK,24,1996,38.0,1325,975,348,91,0,0,0,0,0,0,0,0,1042,2,0
ALB,MF,19,2002,15.0,779,718,60,36,1,6,29,4,19,9,7,0,638,1,7
SVN,MF,26,1994,9.3,483,427,48,28,2,1,25,0,20,5,11,0,379,8,6
ITA,FW,29,1992,4.7,77,67,10,0,0,0,5,1,0,0,0,0,51,0,1
SCO,MF,25,1996,22.4,856,765,84,18,1,4,87,15,30,5,17,0,592,7,37
NZL,DF,20,2000,5.2,234,188,45,5,0,1,11,40,0,0,0,0,193,1,4
ITA,DF,31,1990,9.7,560,504,55,44,1,2,1,2,0,0,0,0,463,1,7
ITA,MF,26,1994,4.2,174,161,13,1,1,1,13,9,1,0,1,0,117,0,10
ITA,DF,19,2002,16.6,679,615,63,38,0,1,0,13,0,0,0,0,568,1,6
ALB,"MF,FW",22,1999,22.8,898,730,163,32,5,4,156,8,97,40,47,0,621,5,31
SUI,MF,25,1996,11.1,459,444,9,3,1,2,15,5,1,0,0,0,351,6,14
ITA,FW,23,1998,15.6,248,226,20,1,0,2,21,2,0,0,0,0,161,2,9
SVN,DF,25,1995,30.4,1721,1370,346,41,4,7,68,302,3,0,0,0,1337,5,41
ITA,DF,28,1993,6.9,387,302,85,6,0,6,11,79,0,0,0,0,291,0,15
ITA,DF,23,1998,15.0,667,504,157,10,0,1,42,146,1,0,0,0,460,6,26
ITA,MF,19,2001,17.0,932,888,42,40,1,7,6,2,0,0,0,0,832,2,10
ITA,DF,24,1996,21.8,982,895,82,42,1,8,6,4,0,0,0,0,821,5,4
ITA,DF,31,1990,16.6,796,726,63,47,0,2,1,1,0,0,0,0,612,7,6
POL,MF,23,1997,25.6,901,892,7,2,4,3,23,5,0,0,0,0,702,2,32
ITA,FW,18,2003,0.2,6,6,0,0,0,0,1,0,0,0,0,0,5,0,0
ITA,MF,27,1994,3.4,165,158,7,1,1,1,2,1,2,0,0,0,122,0,3
SRB,DF,21,1999,3.0,238,196,41,7,0,0,20,23,11,1,5,0,196,1,4
RUS,"FW,MF",30,1991,0.6,24,22,2,0,0,0,0,0,0,0,0,0,15,0,1
GHA,MF,28,1993,21.5,947,918,23,11,4,20,44,9,3,1,0,0,740,6,26
BRA,FW,23,1998,8.3,142,126,16,0,1,2,2,0,0,0,0,0,110,0,5
POL,GK,23,1997,6.2,345,294,49,10,0,1,0,0,0,0,0,0,276,2,0
ITA,DF,28,1992,35.0,2600,2017,575,130,0,34,278,324,121,18,82,0,2080,8,55
SRB,FW,21,2000,20.6,395,353,41,1,7,4,16,1,0,0,0,0,270,1,18
CHI,MF,27,1994,3.8,239,214,24,24,0,2,5,0,0,0,0,0,208,1,3
ITA,FW,17,2003,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
ITA,MF,24,1997,15.5,539,499,37,16,4,11,40,6,13,1,10,0,404,3,20
ITA,MF,31,1989,25.2,1206,1153,47,21,7,14,36,4,17,0,12,0,999,6,18
BRA,DF,23,1998,24.9,1688,1629,59,50,1,17,2,9,0,0,0,0,1550,0,9
FRA,FW,23,1998,7.2,273,270,3,1,2,3,9,2,0,0,0,0,227,0,4
ESP,FW,34,1987,14.4,618,577,38,10,2,5,62,4,24,0,19,0,484,3,6
POL,FW,26,1995,8.1,158,138,18,0,0,0,5,0,0,0,0,0,126,2,4
ITA,DF,26,1995,17.5,1046,911,134,22,0,6,29,112,0,0,0,0,909,1,12
ARG,DF,25,1996,15.9,1123,1083,39,33,0,17,1,6,0,0,0,0,1007,1,8
URU,MF,25,1996,24.4,1368,1275,90,86,5,6,6,2,0,0,0,0,1193,3,12
ITA,"DF,MF",26,1994,1.8,133,116,17,4,0,3,4,12,0,0,0,0,108,0,4
SRB,DF,28,1993,2.4,154,152,2,2,0,2,0,0,0,0,0,0,143,0,0
ARG,FW,23,1998,26.2,940,897,37,6,3,26,64,27,3,2,0,0,693,6,27
SRB,DF,23,1997,32.5,2098,2019,78,73,0,38,2,5,0,0,0,0,1877,1,12
ITA,GK,31,1990,31.8,1531,1250,276,106,0,5,0,0,0,0,0,0,1217,5,3
ITA,FW,29,1991,14.3,555,545,8,5,0,13,28,2,1,0,0,0,427,2,19
ITA,FW,22,1999,13.8,386,380,5,1,0,3,47,3,0,0,0,0,296,1,15
MAR,MF,24,1996,10.5,716,685,31,31,1,9,6,0,0,0,0,0,645,0,8
MAR,MF,22,1998,11.3,417,408,6,3,0,4,18,3,0,0,0,0,332,3,10
ESP,DF,25,1995,19.3,1030,877,152,11,0,1,52,139,2,0,1,0,885,1,28
GUI,MF,27,1994,4.8,172,170,1,1,0,0,3,0,0,0,0,0,130,1,4
CRO,GK,23,1998,1.0,37,29,8,1,0,0,0,0,0,0,0,0,20,0,0
ISL,"FW,MF",24,1997,6.7,239,207,32,8,0,0,41,8,15,5,7,0,155,0,10
POL,FW,18,2003,0.7,15,15,0,0,1,0,0,0,0,0,0,0,5,0,1
ITA,DF,21,2000,19.9,890,728,160,6,1,2,66,153,1,0,1,0,690,2,31
ITA,FW,24,1997,0.4,6,4,2,0,0,0,0,0,0,0,0,0,5,0,1
ITA,DF,35,1986,5.7,313,302,10,5,0,2,1,0,0,0,0,0,276,1,2
GHA,"FW,MF",27,1994,19.1,431,413,18,1,2,2,13,2,0,0,0,0,297,0,17
ITA,DF,27,1994,10.3,449,394,53,19,0,3,14,24,0,0,0,0,322,2,7
ITA,DF,34,1986,18.0,1008,836,161,52,2,6,50,92,7,3,4,0,774,11,13
ECU,FW,32,1988,3.2,75,71,4,0,1,0,0,0,0,0,0,0,51,0,1
ITA,"MF,FW",22,1999,10.9,347,323,22,6,3,0,34,3,12,5,5,0,234,2,19
ITA,"FW,MF",21,2000,3.5,77,75,2,0,0,0,1,0,1,0,1,0,60,0,0
ITA,MF,24,1997,0.1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
MKD,"FW,MF",38,1983,9.4,236,224,10,0,4,0,3,0,0,0,0,0,167,2,7
BRA,"MF,FW",27,1994,7.6,237,221,16,9,0,3,15,1,4,2,2,0,171,0,12
MEX,DF,22,1998,25.3,1178,1015,157,50,0,2,17,100,0,0,0,0,829,6,28
ITA,"FW,MF",21,2000,9.4,178,171,6,0,0,0,10,2,0,0,0,0,113,1,10
ITA,DF,20,2001,0.5,31,30,1,1,0,1,1,0,0,0,0,0,26,0,2
NOR,DF,21,1999,13.0,556,538,16,14,0,5,0,2,0,0,0,0,392,2,1
ITA,"FW,MF",21,2000,14.7,323,292,27,9,0,2,40,3,15,9,5,0,181,4,16
ITA,DF,27,1993,13.5,469,425,42,34,0,0,1,0,0,0,0,0,333,2,7
ITA,FW,30,1991,19.4,340,295,44,0,1,2,2,3,0,0,0,0,196,1,12
CRO,MF,32,1989,31.6,1575,1522,43,39,4,12,10,4,0,0,0,0,1230,10,28
ALG,"DF,FW",25,1996,6.5,257,204,48,4,1,2,24,44,0,0,0,0,177,5,8
DEN,"DF,MF",20,2001,7.7,349,277,72,3,0,2,8,69,0,0,0,0,239,0,14
GER,"MF,FW",24,1996,7.6,299,255,41,13,2,0,20,2,12,2,7,0,222,3,3
ITA,MF,19,2001,16.3,977,822,152,75,3,11,110,9,68,26,32,0,762,3,11
SRB,DF,29,1991,12.4,508,467,40,28,1,3,3,0,0,0,0,0,421,1,6
CHI,MF,24,1996,11.4,443,403,38,25,1,7,31,4,8,2,5,1,324,2,7
ITA,DF,24,1997,6.7,343,257,83,4,0,1,37,73,6,2,2,0,212,3,15
ITA,DF,19,2002,0.9,21,16,5,0,0,0,0,5,0,0,0,0,12,0,1
ITA,FW,20,2001,2.4,56,53,3,0,0,0,1,2,0,0,0,0,29,0,0
ITA,GK,34,1987,37.0,1182,799,380,117,0,3,0,0,0,0,0,0,777,3,2
SUI,DF,23,1997,14.3,551,417,134,5,1,0,33,129,0,0,0,0,393,0,19
ITA,DF,28,1993,3.9,153,123,30,1,0,0,9,29,0,0,0,0,96,0,10
ITA,MF,28,1993,19.6,607,582,21,7,0,2,37,8,6,1,5,0,376,4,27
SUI,"MF,FW",36,1985,3.5,66,63,3,1,1,0,2,2,0,0,0,0,44,0,3
SLE,"FW,MF",20,2001,7.1,171,170,1,0,0,0,18,1,0,0,0,0,110,0,6
BEL,DF,22,1999,11.0,421,396,24,21,0,1,5,3,0,0,0,0,333,1,4
CMR,"MF,DF",27,1994,28.6,1295,1217,74,33,3,10,31,41,0,0,0,0,1028,4,20
ITA,GK,30,1991,1.0,30,21,9,2,0,0,0,0,0,0,0,0,13,0,0
CZE,"MF,FW",26,1994,26.0,1107,1081,17,5,2,4,13,6,0,0,0,0,876,9,37
CRO,DF,21,2000,10.2,482,441,41,12,0,4,10,29,0,0,0,0,369,0,10
ITA,MF,28,1993,8.5,479,453,24,12,0,2,17,3,8,3,4,0,383,2,11
SRB,DF,30,1990,30.7,1540,1266,261,9,0,2,94,246,6,3,0,0,1077,13,50
ITA,DF,29,1991,28.6,1359,1058,289,13,3,16,82,276,0,0,0,0,923,12,33
ITA,DF,17,2003,2.8,98,98,0,0,0,0,0,0,0,0,0,0,77,0,0
ITA,DF,24,1997,7.8,283,217,64,1,2,2,32,63,0,0,0,0,174,2,13
ITA,DF,29,1992,26.2,1216,1157,55,37,2,8,5,18,0,0,0,0,954,4,13
ITA,DF,18,2003,0.1,5,3,2,0,0,0,0,2,0,0,0,0,3,0,0
ITA,DF,25,1995,5.9,229,223,5,3,0,1,2,0,0,0,0,0,174,1,2
ITA,"MF,FW",28,1993,30.4,1283,1155,116,19,12,7,108,12,72,32,17,0,960,12,35
ITA,"DF,MF",22,1999,0.2,10,10,0,0,0,0,3,0,0,0,0,0,4,0,0
ARG,FW,26,1995,29.5,679,628,49,0,4,5,26,0,0,0,0,0,465,2,36
SRB,MF,20,2001,28.1,1366,1271,91,61,0,10,40,9,21,9,7,0,1102,4,10
CRO,GK,21,2000,3.0,68,50,18,3,0,0,0,0,0,0,0,0,52,0,0
ITA,"MF,FW",28,1992,13.2,273,254,15,0,1,5,10,2,0,0,0,0,179,4,17
GER,DF,26,1994,26.8,1288,1213,70,43,0,8,0,1,0,0,0,0,1035,5,9
ITA,GK,25,1996,34.0,973,648,316,85,0,3,0,0,0,0,0,0,539,9,0
CMR,MF,23,1998,7.2,303,297,4,3,0,5,4,1,0,0,0,0,229,2,4
POL,MF,20,2000,0.3,11,11,0,0,0,0,0,0,0,0,0,0,9,0,0
ITA,"MF,DF",19,2002,2.5,70,62,8,1,1,0,8,7,0,0,0,0,46,0,5
ITA,MF,26,1995,2.0,70,57,13,2,1,0,10,0,9,4,2,0,56,0,2
POR,MF,35,1986,14.9,922,800,118,58,3,6,74,10,50,24,13,0,725,4,12
ITA,DF,23,1998,28.7,1195,1111,80,51,1,2,15,29,0,0,0,0,957,4,15
CRO,FW,33,1988,4.5,104,88,15,1,1,0,1,2,0,0,0,0,85,1,3
GRE,DF,22,1998,0.6,22,19,3,1,0,0,1,2,0,0,0,0,14,0,0
POL,DF,26,1995,13.3,600,578,19,12,0,1,6,7,0,0,0,0,511,3,8
ITA,FW,32,1988,0.4,5,4,1,0,0,0,0,0,0,0,0,0,5,0,0
TUR,MF,24,1997,0.5,33,22,11,0,0,0,1,11,0,0,0,0,23,0,2
SRB,DF,35,1985,0.5,38,36,2,2,0,0,0,0,0,0,0,0,31,0,0
ITA,DF,22,1999,25.7,1810,1684,120,58,2,29,29,30,2,0,0,0,1599,6,25
CHI,FW,32,1988,9.8,456,420,33,10,5,8,35,0,19,8,5,0,348,3,9
ITA,DF,33,1988,3.8,198,188,10,9,0,1,0,0,0,0,0,0,182,0,0
CHI,MF,34,1987,8.2,575,563,12,6,4,7,4,4,2,0,0,0,498,0,8
ITA,DF,32,1988,11.1,736,711,25,18,1,5,7,7,0,0,0,0,642,0,10
NED,DF,25,1996,22.5,860,712,143,2,0,2,36,141,0,0,0,0,630,5,30
BIH,FW,35,1986,27.4,804,774,29,1,2,11,35,2,0,0,0,0,568,1,28
ITA,DF,23,1997,15.9,1216,1027,187,36,0,14,151,60,74,16,47,0,1000,2,20
ECU,"FW,DF",32,1988,0.3,8,8,0,0,0,0,0,0,0,0,0,0,3,0,1
TUR,MF,27,1994,27.6,1823,1608,209,49,7,30,196,7,147,46,86,2,1480,6,23
ROU,GK,24,1997,1.0,23,19,4,0,0,1,0,0,0,0,0,0,19,0,0
CRO,DF,32,1989,31.3,1510,1307,196,6,2,17,150,189,1,0,1,0,1079,7,51
ARG,FW,26,1994,11.4,344,335,7,3,1,1,1,1,1,0,0,0,280,2,6
ARG,FW,23,1997,25.4,510,473,35,1,3,1,15,3,0,0,0,0,371,2,17
CRO,MF,28,1992,32.6,2608,2484,121,108,6,36,23,7,5,3,2,0,2401,3,16
URU,"FW,MF",20,2001,0.4,11,11,0,0,0,0,0,0,0,0,0,0,8,0,0
ITA,DF,31,1989,16.7,671,545,123,3,2,1,37,120,0,0,0,0,534,3,22
ITA,DF,18,2003,0.1,12,10,2,0,0,0,0,2,0,0,0,0,12,0,0
URU,MF,29,1991,4.2,206,198,6,4,4,2,5,2,0,0,0,0,152,2,5
SVK,DF,26,1995,35.0,2134,2051,82,49,3,17,3,30,0,0,0,0,1982,1,6
ITA,MF,24,1997,32.4,1876,1836,31,17,11,15,66,14,0,0,0,0,1554,9,44
ITA,MF,27,1994,7.2,336,330,5,3,1,2,5,2,0,0,0,0,285,1,7
GER,DF,27,1994,1.9,107,97,9,0,0,0,7,9,0,0,0,0,83,1,3
SVN,GK,37,1984,37.0,1260,1081,179,37,0,1,0,0,0,0,0,0,1074,0,1
NED,DF,29,1992,26.8,1571,1517,52,25,0,3,2,0,0,0,0,0,1439,2,6
ITA,"MF,FW",25,1995,1.9,129,126,2,1,0,3,2,0,1,0,0,0,113,1,1
WAL,MF,30,1990,1.1,66,64,2,2,0,0,0,0,0,0,0,0,59,0,0
FRA,MF,26,1995,25.4,1053,1025,27,18,0,3,25,9,0,0,0,0,862,1,23
BRA,DF,30,1991,19.8,1096,960,132,21,0,8,35,109,0,0,0,0,918,4,15
BRA,MF,24,1996,10.7,700,666,33,32,2,4,1,1,0,0,0,0,626,1,16
ITA,GK,31,1990,0.5,11,10,1,0,0,0,0,0,0,0,0,0,10,0,0
POR,FW,36,1985,0.3,13,13,0,0,0,0,0,0,0,0,0,0,8,0,2
ITA,DF,27,1994,9.8,547,528,18,12,0,4,0,1,0,0,0,0,497,1,4
BRA,"DF,MF",30,1991,21.0,1480,1288,184,41,2,5,13,142,0,0,0,0,1270,8,15
SWE,"FW,MF",21,2000,8.6,243,238,4,0,1,1,8,3,0,0,0,0,194,1,8
SUI,MF,24,1996,6.6,168,167,0,0,0,0,5,0,0,0,0,0,129,1,12
SRB,FW,21,2000,12.0,231,219,11,1,1,1,8,1,0,0,0,0,154,1,13
ITA,MF,17,2003,3.6,145,132,12,5,0,1,6,1,6,2,3,0,117,1,1
